mofu_sku,stripe_product_id,product_name,category_code,brand_code,existing_supplier_sku,mofu_import_key,in_stock,show_when_out_of_stock,metadata_key_count_before,metadata_key_count_after,write_status
MH-DOG-DBF-018,prod_V8e2MnRWL8I3ON,d.b.f 成犬之食事 雞肉｜d.b.f Adult Dog Meal Chicken 85g,DOG,DBF,DBF-18,dbf-dog-cans-2026::dbf-18,false,true,29,30,ready_to_write
MH-DOG-DBF-019,prod_V8e2EKKmnHUR8w,d.b.f 牛肉奶酪｜d.b.f Beef & Cheese Dog Can 85g,DOG,DBF,DBF-19,dbf-dog-cans-2026::dbf-19,true,false,33,34,ready_to_write
MH-DOG-DBF-020,prod_V8e2NVxYYDt7TI,d.b.f 高齡犬之食事 雞肉軟骨 (7歲及以上)｜d.b.f Senior Dog Meal Chicken & Cartilage 85g,DOG,DBF,DBF-20,dbf-dog-cans-2026::dbf-20,true,false,29,30,ready_to_write
MH-DOG-DBF-021,prod_V8e2HgqFtfTeZ3,d.b.f 雞胸肉糜 (脂肪含量更少 0.5% 以上)｜d.b.f Chicken Breast Mince Low-fat Dog Can 65g,DOG,DBF,DBF-21,dbf-dog-cans-2026::dbf-21,false,true,30,31,ready_to_write
MH-DOG-DBF-022,prod_V8e2yXi5ewIEg5,d.b.f 雞肉&雞胸肉糜蔬菜｜d.b.f Chicken & Chicken Breast Mince with Vegetables 150g,DOG,DBF,DBF-22,dbf-dog-cans-2026::dbf-22,true,false,30,31,ready_to_write
MH-DOG-DBF-023,prod_V8e2NpxQsXvHOA,d.b.f 雞肉&雞胸肉糜紅薯｜d.b.f Chicken & Chicken Breast Mince with Sweet Potato 150g,DOG,DBF,DBF-23,dbf-dog-cans-2026::dbf-23,true,false,30,31,ready_to_write
MH-DOG-DGM-001,prod_V8cru9Bp0V6puG,DoggyMan 爆漿夾心卷（雞肝）｜DoggyMan Creamy Chicken Liver Roll Treats,DOG,DGM,,snack-order-2026::doggyman-creamy-chicken-liver-roll-treats,true,false,26,27,ready_to_write
MH-DOG-DGM-002,prod_V8cr46ftMdO2E3,DoggyMan 爆漿夾心卷（雞肉）｜DoggyMan Creamy Chicken Roll Treats,DOG,DGM,,snack-order-2026::doggyman-creamy-chicken-roll-treats,true,false,49,50,ready_to_write
MH-DOG-GEN-001,prod_V8sFjjO8IgpPvO,Complete ytt 日本犬用雞肉條小食 20g｜Complete ytt Chicken Tender Dog Treats 20g,DOG,GEN,,complete-ytt-chicken-tenders-20g,true,true,35,36,ready_to_write
MH-DOG-IRIS-001,prod_V8Zo9dzijaQ39p,牛肉口味罐頭（Beef）,DOG,IRIS,,onecared-can::beef,true,true,27,28,ready_to_write
MH-DOG-IRIS-002,prod_V8ZodBXbffvz6o,雞肝口味罐頭（Chicken Liver）,DOG,IRIS,,onecared-can::chicken-liver,true,true,27,28,ready_to_write
MH-DOG-IRIS-003,prod_V8ZpDXl9RWMDbc,雞肉口味罐頭（Chicken）,DOG,IRIS,,onecared-can::chicken,true,true,27,28,ready_to_write
MH-DOG-IRIS-004,prod_V8ZoNtJinLFNNG,新款 2個口味拼罐頭（New 2-Flavor Mix）,DOG,IRIS,,onecared-can::new-2-flavor-mix,true,true,27,28,ready_to_write
MH-DOG-IRIS-005,prod_V8ZoJ2fwrBOiHL,新款牛肉米飯罐頭（New Beef & Rice）,DOG,IRIS,,onecared-can::new-beef-and-rice,true,true,27,28,ready_to_write
MH-DOG-IRIS-006,prod_V8ZorEO6daplRl,新款牛肉蔬菜罐頭（New Beef & Vegetables）,DOG,IRIS,,onecared-can::new-beef-and-vegetables,true,true,27,28,ready_to_write
MH-DOG-IRIS-007,prod_V8ZpWi2bc00Aty,白身魚口味罐頭（White Fish）,DOG,IRIS,,onecared-can::white-fish,true,true,27,28,ready_to_write
MH-DOG-MCK-001,prod_V8W0gp0Oink4Cg,雞里脊 150g (犬用) (現貨 / 2027.11.11),DOG,MCK,,雞里脊 150g (犬用) (現貨 / 2027.11.11),true,true,40,41,ready_to_write
MH-DOG-PTL-001,prod_V8lAPSEzKs8rpv,"PETLINE 盛宴時光 雞胸肉蔬菜牛肉風味果凍包 25g×4｜PETLINE Gochisou Time Chicken Breast, Vegetable & Beef-Style Jelly Pouches 25g×4",DOG,PTL,B24-01,batch24-2026::b24-01,true,false,49,50,ready_to_write
MH-DOG-PTL-002,prod_V8lAt5mJJ5YOb7,PETLINE 盛宴時光 雞胸肉芝士果凍包 25g×4｜PETLINE Gochisou Time Chicken Breast & Cheese Jelly Pouches 25g×4,DOG,PTL,B24-02,batch24-2026::b24-02,true,false,49,50,ready_to_write
MH-DOG-PTL-003,prod_V8lAXdhHafIDnG,PETLINE 盛宴時光 雞胸肉牛奶燉芝士包 25g×4｜PETLINE Gochisou Time Chicken Breast Milk-Stew with Cheese Pouches 25g×4,DOG,PTL,B24-03,batch24-2026::b24-03,true,false,49,50,ready_to_write
MH-DOG-PTL-004,prod_V8lAMmluHgtE1f,PETLINE 盛宴時光 雞肉泥牛奶果凍芝士包 25g×4｜PETLINE Gochisou Time Chicken Paste Milk Jelly with Cheese Pouches 25g×4,DOG,PTL,B24-04,batch24-2026::b24-04,true,false,49,50,ready_to_write
MH-LIF-GEN-001,prod_V8szJB1xzy0Hkm,藍貓圖案斜口高腳陶瓷食盤 M｜Blue Cat Pattern Raised Slanted Ceramic Bowl M,LIF,GEN,,blue-cat-slanted-raised-bowl-m,true,true,32,33,ready_to_write
MH-LIF-GEN-002,prod_V8szxN4qvZQyrJ,貓耳斜口高腳陶瓷食盤 12cm｜Cat Ear Raised Slanted Ceramic Bowl 12cm,LIF,GEN,,cat-ear-slanted-bowl-12cm,true,true,32,33,ready_to_write
MH-LIF-GEN-003,prod_V8t03LiP3rgoHN,貓臉斜口高腳陶瓷食盤 350ml｜Cat Face Raised Slanted Ceramic Bowl 350ml,LIF,GEN,,cat-face-slanted-raised-bowl-350ml,true,true,32,33,ready_to_write
MH-LIF-GEN-004,prod_V8szss31Rm8tiJ,高腳平口陶瓷貓咪食盤 250ml｜Raised Flat-Rim Ceramic Cat Bowl 250ml,LIF,GEN,,flat-raised-ceramic-bowl-250ml,true,true,32,33,ready_to_write
MH-LIF-GEN-005,prod_V8t0eKeqlC0GzI,深藍貓臉高腳陶瓷食盤 M｜Navy Cat Face Raised Ceramic Bowl M,LIF,GEN,,navy-cat-face-raised-bowl-m,true,true,32,33,ready_to_write
MH-LIF-GEN-006,prod_V8szzgASg2ZnbO,白貓海浪紋斜口高腳陶瓷食盤 M｜White Cat Wave Pattern Raised Slanted Ceramic Bowl M,LIF,GEN,,white-cat-wave-slanted-bowl-m,true,true,32,33,ready_to_write
MH-LIF-ST-001,prod_V8uIOVwsFqgPTV,Nyantomo 清潔貓廁所 脫臭抗菌木質貓砂 4.4L｜Nyantomo Deodorising Antibacterial Wood Cat Litter 4.4L,LIF,ST,,nyantomo-wood-litter-4-4l-v1,true,true,50,51,blocked_metadata_limit
