mofu_sku,product_id,price_id,product_name,variant_label_zh,current_hkd,verified_cny_cost,evidence_type,evidence_reference,evidence_date,confirmed_by,notes
MH-CAT-CIAO-029,prod_V8fduDqyGKiazf,price_1U8VfZRyM6dRKLtZOVHdViM0,CIAO 炙烤盛宴｜香烤鰹魚干瑤柱 (高齡貓用)｜50g,50g,16.90,,supplier invoice / purchase order / wholesale quotation / owner-confirmed record,,,,
