mofu_sku,product_name,product_id,mofu_import_key,mofu_import_source,mofu_import_schema,supplier_sku,brand,category,active_hkd_price_count,inactive_hkd_price_count,product_metadata_key_count,active_hkd_price_metadata_key_counts,inactive_hkd_price_metadata_key_counts,exclusion_reasons,supported_cost_product_field,supported_cost_product_value,supported_cost_active_price_locations,supported_cost_inactive_price_locations,supported_margin_active_price_locations,supported_margin_inactive_price_locations,supported_fx_active_price_locations,supported_fx_inactive_price_locations,supported_rounding_active_price_locations,supported_rounding_inactive_price_locations,supported_margin_product_field,supported_margin_product_value,supported_fx_product_field,supported_fx_product_value,supported_rounding_product_field,supported_rounding_product_value,pricing_related_product_metadata,pricing_related_active_price_metadata,pricing_related_inactive_price_metadata
MH-CAT-CIAO-039,CIAO 炙烤盛宴｜鰹魚干扇貝味 (香烤風味)｜30g,prod_V8fefdYTxUdNva,ciao-vetslabo-2026::ciaovl-11,products_20_list.csv,ciao-vetslabo-cats-v1,CIAOVL-11,CIAO 炙烤盛宴,cats,1,1,27,[13],[9],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""16.00"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""16.00"",""compare_at_price_schema"":""v1"",""mofu_tail_rounding_new_hkd"":""14.90"",""mofu_tail_rounding_old_hkd"":""14.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8OIpRyM6dRKLtZRiQbHNJo""},""price_id"":""price_1U8VfaRyM6dRKLtZnd4iwlcL""}]","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""16.00"",""compare_at_price_schema"":""v1""},""price_id"":""price_1U8OIpRyM6dRKLtZRiQbHNJo""}]"
MH-CAT-CIAO-040,CIAO 炙烤盛宴｜北海道風味扇貝 (香烤風味)｜30g,prod_V8feNaBEY6Pn28,ciao-vetslabo-2026::ciaovl-12,products_20_list.csv,ciao-vetslabo-cats-v1,CIAOVL-12,CIAO 炙烤盛宴,cats,1,1,27,[13],[9],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""16.00"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""16.00"",""compare_at_price_schema"":""v1"",""mofu_tail_rounding_new_hkd"":""14.90"",""mofu_tail_rounding_old_hkd"":""14.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8OIqRyM6dRKLtZQnHygB0m""},""price_id"":""price_1U8VfLRyM6dRKLtZ5nEpH6ij""}]","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""16.00"",""compare_at_price_schema"":""v1""},""price_id"":""price_1U8OIqRyM6dRKLtZQnHygB0m""}]"
MH-CAT-CIAO-041,CIAO 炙烤盛宴｜銀魚扇貝味 (香烤風味)｜30g,prod_V8fenfKdEjRnr7,ciao-vetslabo-2026::ciaovl-13,products_20_list.csv,ciao-vetslabo-cats-v1,CIAOVL-13,CIAO 炙烤盛宴,cats,1,1,27,[13],[9],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""16.00"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""16.00"",""compare_at_price_schema"":""v1"",""mofu_tail_rounding_new_hkd"":""14.90"",""mofu_tail_rounding_old_hkd"":""14.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8OIrRyM6dRKLtZwDgyu8Qz""},""price_id"":""price_1U8VfURyM6dRKLtZsfDqR6c3""}]","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""16.00"",""compare_at_price_schema"":""v1""},""price_id"":""price_1U8OIrRyM6dRKLtZwDgyu8Qz""}]"
MH-CAT-CIAO-042,CIAO 炙烤盛宴｜正宗高湯味 (香烤風味)｜30g,prod_V8fe3PM27QjYNh,ciao-vetslabo-2026::ciaovl-14,products_20_list.csv,ciao-vetslabo-cats-v1,CIAOVL-14,CIAO 炙烤盛宴,cats,1,1,27,[13],[9],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""16.00"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""16.00"",""compare_at_price_schema"":""v1"",""mofu_tail_rounding_new_hkd"":""14.90"",""mofu_tail_rounding_old_hkd"":""14.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8OIsRyM6dRKLtZXP50wjXL""},""price_id"":""price_1U8VfPRyM6dRKLtZSELHnoX6""}]","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""16.00"",""compare_at_price_schema"":""v1""},""price_id"":""price_1U8OIsRyM6dRKLtZXP50wjXL""}]"
MH-CAT-CIAO-043,CIAO Premium｜6種功能性成分 (鰹魚雞胸肉木魚花)｜30g,prod_V8fe1kWPFBfcKh,ciao-vetslabo-2026::ciaovl-15,products_20_list.csv,ciao-vetslabo-cats-v1,CIAOVL-15,CIAO Premium,cats,1,1,27,[13],[9],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""12.00"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""12.00"",""compare_at_price_schema"":""v1"",""mofu_tail_rounding_new_hkd"":""10.90"",""mofu_tail_rounding_old_hkd"":""10.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8OIuRyM6dRKLtZptCjy7AO""},""price_id"":""price_1U8VfIRyM6dRKLtZYp1aULxk""}]","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""12.00"",""compare_at_price_schema"":""v1""},""price_id"":""price_1U8OIuRyM6dRKLtZptCjy7AO""}]"
MH-CAT-CIAO-044,CIAO Premium｜6種功能性成分 (雞胸肉扇貝味)｜30g,prod_V8feew2ryjD7ql,ciao-vetslabo-2026::ciaovl-16,products_20_list.csv,ciao-vetslabo-cats-v1,CIAOVL-16,CIAO Premium,cats,1,1,27,[13],[9],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""12.00"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""12.00"",""compare_at_price_schema"":""v1"",""mofu_tail_rounding_new_hkd"":""10.90"",""mofu_tail_rounding_old_hkd"":""10.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8OIvRyM6dRKLtZqxQP3gmh""},""price_id"":""price_1U8VfGRyM6dRKLtZqnZL6lHd""}]","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""12.00"",""compare_at_price_schema"":""v1""},""price_id"":""price_1U8OIvRyM6dRKLtZqxQP3gmh""}]"
MH-CAT-CIAO-045,Vet's Labo｜MediMousse 腸胃呵護慕斯｜95g,prod_V8feViin1yPowA,ciao-vetslabo-2026::ciaovl-17,products_20_list.csv,ciao-vetslabo-cats-v1,CIAOVL-17,Vet’s Labo,cats,1,1,50,[13],[9],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""42.00"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""42.00"",""compare_at_price_schema"":""v1"",""mofu_tail_rounding_new_hkd"":""38.90"",""mofu_tail_rounding_old_hkd"":""38.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8OIwRyM6dRKLtZIwxF2hDw""},""price_id"":""price_1U8VgJRyM6dRKLtZ4V7rcIn2""}]","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""42.00"",""compare_at_price_schema"":""v1""},""price_id"":""price_1U8OIwRyM6dRKLtZIwxF2hDw""}]"
MH-CAT-CIAO-046,Vet's Labo｜MediMousse 健康支持慕斯｜95g,prod_V8fexvyuSOogz8,ciao-vetslabo-2026::ciaovl-18,products_20_list.csv,ciao-vetslabo-cats-v1,CIAOVL-18,Vet’s Labo,cats,1,1,50,[13],[9],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""42.00"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""42.00"",""compare_at_price_schema"":""v1"",""mofu_tail_rounding_new_hkd"":""38.90"",""mofu_tail_rounding_old_hkd"":""38.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8OIxRyM6dRKLtZGEbyPR7G""},""price_id"":""price_1U8VgFRyM6dRKLtZy9DpjTcg""}]","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""42.00"",""compare_at_price_schema"":""v1""},""price_id"":""price_1U8OIxRyM6dRKLtZGEbyPR7G""}]"
MH-CAT-CIAO-047,Vet's Labo｜MediMousse 皮膚維護慕斯｜95g,prod_V8feexDq7xAidn,ciao-vetslabo-2026::ciaovl-19,products_20_list.csv,ciao-vetslabo-cats-v1,CIAOVL-19,Vet’s Labo,cats,1,1,50,[13],[9],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""42.00"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""42.00"",""compare_at_price_schema"":""v1"",""mofu_tail_rounding_new_hkd"":""38.90"",""mofu_tail_rounding_old_hkd"":""38.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8OIyRyM6dRKLtZbljKKI6m""},""price_id"":""price_1U8VgIRyM6dRKLtZ5N8bJkjF""}]","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""42.00"",""compare_at_price_schema"":""v1""},""price_id"":""price_1U8OIyRyM6dRKLtZbljKKI6m""}]"
MH-CAT-CIAO-048,Vet's Labo｜MediMousse 減肥減脂慕斯｜95g,prod_V8fe6YUsIrEf8Q,ciao-vetslabo-2026::ciaovl-20,products_20_list.csv,ciao-vetslabo-cats-v1,CIAOVL-20,Vet’s Labo,cats,1,1,50,[13],[9],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""42.00"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""42.00"",""compare_at_price_schema"":""v1"",""mofu_tail_rounding_new_hkd"":""38.90"",""mofu_tail_rounding_old_hkd"":""38.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8OIzRyM6dRKLtZ2Fdzyhmv""},""price_id"":""price_1U8VgGRyM6dRKLtZXOrz5nwX""}]","[{""metadata"":{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""42.00"",""compare_at_price_schema"":""v1""},""price_id"":""price_1U8OIzRyM6dRKLtZ2Fdzyhmv""}]"
MH-CAT-CMP-001,COMBO Present 男生喜歡的口味 魚味 小包｜COMBO Present Boy-Friendly Fish Mini Pack,prod_V8crHGAsSzl77H,snack-order-2026::combo-present-boy-friendly-fish-mini-pack,MofuHaven_Order_For_Boss.md,japanese-snacks-v1,,COMBO Present,cats,1,1,27,[10],[6],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""39"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_hkd"":""39"",""mofu_tail_rounding_new_hkd"":""32.90"",""mofu_tail_rounding_old_hkd"":""32.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8LbZRyM6dRKLtZUVnRJrNk""},""price_id"":""price_1U8VfyRyM6dRKLtZv3pqg3t2""}]","[{""metadata"":{""compare_at_price_hkd"":""39""},""price_id"":""price_1U8LbZRyM6dRKLtZUVnRJrNk""}]"
MH-CAT-CMP-002,COMBO Present 潔齒防口臭 混合肉味 小包｜COMBO Present Dental and Breath Care Meat Mini Pack,prod_V8cr9iyVmqUz8O,snack-order-2026::combo-present-dental-and-breath-care-meat-mini-pack,MofuHaven_Order_For_Boss.md,japanese-snacks-v1,,COMBO Present,cats,1,1,27,[10],[6],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""39"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_hkd"":""39"",""mofu_tail_rounding_new_hkd"":""32.90"",""mofu_tail_rounding_old_hkd"":""32.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8LbbRyM6dRKLtZOaVCPtH8""},""price_id"":""price_1U8VfwRyM6dRKLtZTi5PY8Go""}]","[{""metadata"":{""compare_at_price_hkd"":""39""},""price_id"":""price_1U8LbbRyM6dRKLtZOaVCPtH8""}]"
MH-CAT-CMP-003,COMBO Present 潔齒防口臭 混合海鮮 小包｜COMBO Present Dental and Breath Care Seafood Mini Pack,prod_V8crzRJNuOzt2e,snack-order-2026::combo-present-dental-and-breath-care-seafood-mini-pack,MofuHaven_Order_For_Boss.md,japanese-snacks-v1,,COMBO Present,cats,1,1,27,[10],[6],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""39"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_hkd"":""39"",""mofu_tail_rounding_new_hkd"":""32.90"",""mofu_tail_rounding_old_hkd"":""32.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8LbaRyM6dRKLtZOCXpaR83""},""price_id"":""price_1U8VfuRyM6dRKLtZ1Xzbqwgz""}]","[{""metadata"":{""compare_at_price_hkd"":""39""},""price_id"":""price_1U8LbaRyM6dRKLtZOCXpaR83""}]"
MH-CAT-CMP-004,COMBO Present 潔齒防口臭 三種口味｜COMBO Present Dental and Breath Care Three-Flavour Variety Pack,prod_V8crNNIKOTELSy,snack-order-2026::combo-present-dental-and-breath-care-three-flavour-variety-pack,MofuHaven_Order_For_Boss.md,japanese-snacks-v1,,COMBO Present,cats,1,1,27,[10],[6],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""68"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_hkd"":""68"",""mofu_tail_rounding_new_hkd"":""58.90"",""mofu_tail_rounding_old_hkd"":""58.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8LbRRyM6dRKLtZVmZVXHoE""},""price_id"":""price_1U8VftRyM6dRKLtZjUSxlTXX""}]","[{""metadata"":{""compare_at_price_hkd"":""68""},""price_id"":""price_1U8LbRRyM6dRKLtZVmZVXHoE""}]"
MH-CAT-CMP-005,COMBO Present 腸道環境維持 海鮮 小包｜COMBO Present Digestive Support Seafood Mini Pack,prod_V8crT5vLCe95hY,snack-order-2026::combo-present-digestive-support-seafood-mini-pack,MofuHaven_Order_For_Boss.md,japanese-snacks-v1,,COMBO Present,cats,1,1,27,[10],[6],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""39"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_hkd"":""39"",""mofu_tail_rounding_new_hkd"":""32.90"",""mofu_tail_rounding_old_hkd"":""32.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8LbWRyM6dRKLtZjZ0Fjbpy""},""price_id"":""price_1U8VgARyM6dRKLtZ6qLx74OA""}]","[{""metadata"":{""compare_at_price_hkd"":""39""},""price_id"":""price_1U8LbWRyM6dRKLtZjZ0Fjbpy""}]"
MH-CAT-CMP-006,COMBO Present 腸道環境維持 三種口味｜COMBO Present Digestive Support Three-Flavour Variety Pack,prod_V8cr9ARnvUOKQM,snack-order-2026::combo-present-digestive-support-three-flavour-variety-pack,MofuHaven_Order_For_Boss.md,japanese-snacks-v1,,COMBO Present,cats,1,1,27,[10],[6],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""68"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_hkd"":""68"",""mofu_tail_rounding_new_hkd"":""58.90"",""mofu_tail_rounding_old_hkd"":""58.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8LbNRyM6dRKLtZTz6MJhdB""},""price_id"":""price_1U8Vg8RyM6dRKLtZk2x37iHr""}]","[{""metadata"":{""compare_at_price_hkd"":""68""},""price_id"":""price_1U8LbNRyM6dRKLtZTz6MJhdB""}]"
MH-CAT-CMP-007,COMBO Present 女生喜歡口味 混合海鮮 小包｜COMBO Present Girl-Friendly Seafood Mini Pack,prod_V8cr9Jv6Ewv0ui,snack-order-2026::combo-present-girl-friendly-seafood-mini-pack,MofuHaven_Order_For_Boss.md,japanese-snacks-v1,,COMBO Present,cats,1,1,27,[10],[6],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""39"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_hkd"":""39"",""mofu_tail_rounding_new_hkd"":""32.90"",""mofu_tail_rounding_old_hkd"":""32.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8LbXRyM6dRKLtZ0InpOmYa""},""price_id"":""price_1U8VfoRyM6dRKLtZD0xQ0o0K""}]","[{""metadata"":{""compare_at_price_hkd"":""39""},""price_id"":""price_1U8LbXRyM6dRKLtZ0InpOmYa""}]"
MH-CAT-CMP-008,COMBO Present 化毛配方 混合海鮮 小包｜COMBO Present Hairball Care Seafood Mini Pack,prod_V8crpeVGxpASKY,snack-order-2026::combo-present-hairball-care-seafood-mini-pack,MofuHaven_Order_For_Boss.md,japanese-snacks-v1,,COMBO Present,cats,1,1,27,[10],[6],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""39"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_hkd"":""39"",""mofu_tail_rounding_new_hkd"":""32.90"",""mofu_tail_rounding_old_hkd"":""32.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8LbfRyM6dRKLtZQaJq6aJU""},""price_id"":""price_1U8VfmRyM6dRKLtZmIZuJdnn""}]","[{""metadata"":{""compare_at_price_hkd"":""39""},""price_id"":""price_1U8LbfRyM6dRKLtZQaJq6aJU""}]"
MH-CAT-CMP-009,COMBO Present 免疫力維持 海鮮 小包｜COMBO Present Immune Support Seafood Mini Pack,prod_V8crrguHp5YAXt,snack-order-2026::combo-present-immune-support-seafood-mini-pack,MofuHaven_Order_For_Boss.md,japanese-snacks-v1,,COMBO Present,cats,1,1,27,[10],[6],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""39"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_hkd"":""39"",""mofu_tail_rounding_new_hkd"":""32.90"",""mofu_tail_rounding_old_hkd"":""32.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8LbVRyM6dRKLtZFTuhN6xM""},""price_id"":""price_1U8VfkRyM6dRKLtZyi6EfUZn""}]","[{""metadata"":{""compare_at_price_hkd"":""39""},""price_id"":""price_1U8LbVRyM6dRKLtZFTuhN6xM""}]"
MH-CAT-CMP-010,COMBO Present 免疫力維持 三種口味｜COMBO Present Immune Support Three-Flavour Variety Pack,prod_V8cr2Q8hiWwniV,snack-order-2026::combo-present-immune-support-three-flavour-variety-pack,MofuHaven_Order_For_Boss.md,japanese-snacks-v1,,COMBO Present,cats,1,1,27,[10],[6],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""68"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_hkd"":""68"",""mofu_tail_rounding_new_hkd"":""58.90"",""mofu_tail_rounding_old_hkd"":""58.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8LbORyM6dRKLtZAEihStg0""},""price_id"":""price_1U8VfiRyM6dRKLtZUsusaDXK""}]","[{""metadata"":{""compare_at_price_hkd"":""68""},""price_id"":""price_1U8LbORyM6dRKLtZAEihStg0""}]"
MH-CAT-CMP-011,COMBO Present 室內貓化毛 三種口味｜COMBO Present Indoor Cat Hairball Care Three-Flavour Variety Pack,prod_V8croZ9K3Kppbf,snack-order-2026::combo-present-indoor-cat-hairball-care-three-flavour-variety-pack,MofuHaven_Order_For_Boss.md,japanese-snacks-v1,,COMBO Present,cats,1,1,27,[10],[6],cost_cny_not_found_in_supported_product_or_active_price_fields;target_margin_not_found_or_invalid_in_supported_product_metadata;cny_to_hkd_not_found_or_invalid_in_supported_product_metadata;upward_90_rounding_not_found_or_unsupported_in_product_metadata,,,[],[],[],[],[],[],[],[],,,,,,,"{""compare_at_price_currency"":""hkd"",""compare_at_price_hkd"":""68"",""compare_at_price_schema"":""v1""}","[{""metadata"":{""compare_at_price_hkd"":""68"",""mofu_tail_rounding_new_hkd"":""58.90"",""mofu_tail_rounding_old_hkd"":""58.00"",""mofu_tail_rounding_rule"":""ceil_to_90_v1"",""mofu_tail_rounding_source_price_id"":""price_1U8LbQRyM6dRKLtZlpBx9hUR""},""price_id"":""price_1U8VfrRyM6dRKLtZUS6x0qQo""}]","[{""metadata"":{""compare_at_price_hkd"":""68""},""price_id"":""price_1U8LbQRyM6dRKLtZlpBx9hUR""}]"
