csv_row,product_id,source_csv_price_id,current_active_price_id,mofu_sku,product_name,cost_cny,proposed_hkd,csv_target_cents,current_live_hkd,mapping_status,mapping_basis,issue
72,prod_V8vsqALfCDaZlZ,price_1U8e0IRyM6dRKLtZYfKTJ5RW,price_1U90UwRyM6dRKLtZbTqtcJN0,MH-CAT-SNR-005,AIM30 Karitto Treats 酥脆貓咪零食 牧場美味四種綜合包 80g｜AIM30 Karitto Treats 酥脆貓咪零食 牧場美味四種綜合包 80g,56.0,119.9,11990,115.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
73,prod_V8vs7g4SLaJWJ3,price_1U8e0LRyM6dRKLtZDV8NlhJy,price_1U90UuRyM6dRKLtZ5Ykm1PMs,MH-CAT-SNR-006,AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚及雞肉雙拼綜合包 80g｜AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚及雞肉雙拼綜合包 80g,56.0,119.9,11990,115.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
74,prod_V8vsohIxXgEVDb,price_1U8e0NRyM6dRKLtZOs14Trkd,price_1U90UvRyM6dRKLtZyNL3geji,MH-CAT-SNR-007,AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚及三文魚味 25g｜AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚及三文魚味 25g,56.0,119.9,11990,115.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
75,prod_V8vrxdYkx6Hq9O,price_1U8dzrRyM6dRKLtZSyj8L3go,price_1U90UtRyM6dRKLtZJ5kbDR2U,MH-CAT-SNR-008,AIM30 Karitto Treats 酥脆貓咪零食 綜合營養吞拿魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Balanced Nutrition Tuna 25g,14.4,30.9,3090,29.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
76,prod_V8vrVGdqH472WR,price_1U8dzYRyM6dRKLtZ80e1VIfP,price_1U90UkRyM6dRKLtZ8Dgj5oIF,MH-CAT-SNR-009,AIM30 Karitto Treats 酥脆貓咪零食 牛肉味 25g｜AIM30 Karitto Treats Crispy Cat Treats Beef Flavour 25g,14.4,30.9,3090,29.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
77,prod_V8vrCIoYlfznHf,price_1U8dzgRyM6dRKLtZTCmIF0v5,price_1U90UfRyM6dRKLtZUQCxCIhM,MH-CAT-SNR-010,AIM30 Karitto Treats 酥脆貓咪零食 鰹魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Bonito Flavour 25g,19.8,42.9,4290,40.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
78,prod_V8vrEO4eoZSj2o,price_1U8dzVRyM6dRKLtZNWWJarJn,price_1U90UgRyM6dRKLtZYBURbREu,MH-CAT-SNR-011,AIM30 Karitto Treats 酥脆貓咪零食 芝士味 25g｜AIM30 Karitto Treats Crispy Cat Treats Cheese Flavour 25g,14.4,30.9,3090,29.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
79,prod_V8vrkohKHcwdKL,price_1U8dzNRyM6dRKLtZwBGGo3H9,price_1U90UoRyM6dRKLtZdWNTjDgn,MH-CAT-SNR-012,AIM30 Karitto Treats 酥脆貓咪零食 雞肉味 25g｜AIM30 Karitto Treats Crispy Cat Treats Chicken Flavour 25g,14.4,30.9,3090,29.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
80,prod_V8vrsKDQclIgy0,price_1U8dzwRyM6dRKLtZ7ujj8KaR,price_1U90UrRyM6dRKLtZF78Kyv3h,MH-CAT-SNR-013,AIM30 Karitto Treats 酥脆貓咪零食 雞肉味 80g｜AIM30 Karitto Treats Crispy Cat Treats Chicken Flavour 80g,56.0,119.9,11990,115.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
81,prod_V8vq78vZ3hdOmK,price_1U8dzLRyM6dRKLtZiNLM7My7,price_1U90UZRyM6dRKLtZfuIyn5I5,MH-CAT-SNR-014,AIM30 Karitto Treats 酥脆貓咪零食 鮮魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Fish Flavour 25g,14.4,30.9,3090,29.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
82,prod_V8vrYMEciXr909,price_1U8dztRyM6dRKLtZ3WxywbNW,price_1U90UlRyM6dRKLtZUOEGf3Zp,MH-CAT-SNR-015,AIM30 Karitto Treats 酥脆貓咪零食 鮮魚味 80g｜AIM30 Karitto Treats Crispy Cat Treats Fish Flavour 80g,56.0,119.9,11990,115.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
83,prod_V8vrEgpUGj9fjI,price_1U8dzzRyM6dRKLtZyAr6CctM,price_1U90UhRyM6dRKLtZ9r3Nj431,MH-CAT-SNR-016,AIM30 Karitto Treats 酥脆貓咪零食 魚味四種綜合包 80g｜AIM30 Karitto Treats Crispy Cat Treats Four Fish Flavours Assortment 80g,56.0,119.9,11990,115.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
84,prod_V8vrEGzFHOkIGq,price_1U8dzlRyM6dRKLtZddHrurtA,price_1U90UgRyM6dRKLtZwAX5Tu6D,MH-CAT-SNR-017,AIM30 Karitto Treats 酥脆貓咪零食 毛球護理吞拿魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Hairball Care Tuna 25g,14.4,30.9,3090,29.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
85,prod_V8vr09YUCbk2x6,price_1U8dzoRyM6dRKLtZuW3r2eij,price_1U90UaRyM6dRKLtZZr8F8rrj,MH-CAT-SNR-018,AIM30 Karitto Treats 酥脆貓咪零食 乳酸菌吞拿魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Tuna with Lactic Acid Bacteria 25g,14.4,30.9,3090,29.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
86,prod_V8vragc9O6bDre,price_1U8dzdRyM6dRKLtZmYLY5TKe,price_1U90UmRyM6dRKLtZLzJJx5L3,MH-CAT-SNR-019,AIM30 Karitto Treats 酥脆貓咪零食 金槍魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Tuna Flavour 25g,14.4,30.9,3090,29.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
87,prod_V8vr3X8ZjnY554,price_1U8dzQRyM6dRKLtZJ5Dc0Gve,price_1U90UbRyM6dRKLtZU5NFcUOh,MH-CAT-SNR-020,AIM30 Karitto Treats 酥脆貓咪零食 三文魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Salmon Flavour 25g,14.4,30.9,3090,29.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
88,prod_V8vrqp1avymNZ9,price_1U8dzTRyM6dRKLtZAzLsio4t,price_1U90UqRyM6dRKLtZI6NDRzkH,MH-CAT-SNR-021,AIM30 Karitto Treats 酥脆貓咪零食 海鮮味 25g｜AIM30 Karitto Treats Crispy Cat Treats Seafood Flavour 25g,14.4,30.9,3090,29.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
89,prod_V8vrJdunHu4yQD,price_1U8dziRyM6dRKLtZ8ixLg9g3,price_1U90UiRyM6dRKLtZvgZXuZCO,MH-CAT-SNR-022,AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚及蟹肉味 25g｜AIM30 Karitto Treats Crispy Cat Treats Tuna & Crab Flavour 25g,14.4,30.9,3090,29.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
90,prod_V8vr8q8jdO6wNr,price_1U8dzaRyM6dRKLtZjQNjilZt,price_1U90UdRyM6dRKLtZbXqoJb9j,MH-CAT-SNR-023,AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Tuna Flavour 25g,19.8,42.9,4290,40.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
91,prod_V8vro3NAxi0isd,price_1U8e07RyM6dRKLtZMgv8TuPi,price_1U90UpRyM6dRKLtZowe2nk2e,MH-CAT-SNR-024,AIM30 貓咪吞拿魚片 30g｜AIM30 Cat Tuna Slices 30g,19.8,42.9,4290,40.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
92,prod_V8xXuAW047ti4v,price_1U8fc3RyM6dRKLtZ8kbEZQmk,price_1U90VGRyM6dRKLtZ2S5lj3VA,MH-CAT-SNR-025,AIM30 室內成貓 雞肉味乾糧 600g｜AIM30 Indoor Adult Cat Food Chicken Flavour 600g,168.0,356.9,35690,344.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
93,prod_V8xXIokF7G9Er0,price_1U8fc4RyM6dRKLtZnmbBZ59U,price_1U90V1RyM6dRKLtZWvY33hpc,MH-CAT-SNR-026,AIM30 室內成貓 鮮魚味乾糧 600g｜AIM30 Indoor Adult Cat Food Fish Flavour 600g,168.0,356.9,35690,344.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
94,prod_V8xXwAmye0eVa6,price_1U8fc5RyM6dRKLtZ1foJPEVT,price_1U90VHRyM6dRKLtZokzJj0Oh,MH-CAT-SNR-027,AIM30 室內成貓 腎臟健康照護 雞肉味乾糧 600g｜AIM30 Indoor Adult Cat Food Kidney Health Care Chicken Flavour 600g,105.0,223.9,22390,215.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
95,prod_V8xXxYtzIJ6S93,price_1U8fcCRyM6dRKLtZhVXn5d9C,price_1U90VJRyM6dRKLtZLFxld1Mk,MH-CAT-SNR-028,AIM30 室內已絕育成貓 雞肉味乾糧 1.2kg｜AIM30 Indoor Spayed and Neutered Adult Cat Food Chicken Flavour 1.2kg,197.0,418.9,41890,404.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
96,prod_V8xXaZ0jwFhqkT,price_1U8fc2RyM6dRKLtZ3lk0Ei43,price_1U90VDRyM6dRKLtZsCZkGfIs,MH-CAT-SNR-029,AIM30 室內高齡貓 11 歲以上 雞肉味乾糧 600g｜AIM30 Indoor Senior Cat Food 11+ Chicken Flavour 600g,168.0,356.9,35690,344.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
97,prod_V8xXMTWORpMyun,price_1U8fcBRyM6dRKLtZpuYulJ4J,price_1U90V5RyM6dRKLtZiXpTjbXR,MH-CAT-SNR-030,AIM30 室內高齡貓 11 歲以上 鮮魚味乾糧 600g｜AIM30 Indoor Senior Cat Food 11+ Fish Flavour 600g,168.0,356.9,35690,344.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
98,prod_V8xXwQzwhjo93R,price_1U8fc9RyM6dRKLtZcSJjz0IP,price_1U90VIRyM6dRKLtZ2lmrawZI,MH-CAT-SNR-031,AIM30 室內高齡貓 15 歲以上 雞肉味乾糧 600g｜AIM30 Indoor Senior Cat Food 15+ Chicken Flavour 600g,168.0,356.9,35690,344.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
99,prod_V8xXT4XG39RY4o,price_1U8fc8RyM6dRKLtZkNh900Ke,price_1U90V8RyM6dRKLtZA8abkf2V,MH-CAT-SNR-032,AIM30 室內高齡貓 15 歲以上 腎臟健康照護 鮮魚味乾糧 600g｜AIM30 Indoor Senior Cat Food 15+ Kidney Health Care Fish Flavour 600g,168.0,356.9,35690,344.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
100,prod_V8xXTyAkIg3YGz,price_1U8fc6RyM6dRKLtZ8UU70tzG,price_1U90V9RyM6dRKLtZDZEmpFaX,MH-CAT-SNR-033,AIM30 室內高齡貓 15 歲以上 腎臟健康照護 雞肉味乾糧 600g｜AIM30 Indoor Senior Cat Food 15+ Kidney Health Care Chicken Flavour 600g,168.0,356.9,35690,344.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
101,prod_V8uIO7LzUQjeCT,price_1U8cU0RyM6dRKLtZ8uu3Ejr3,price_1U90UMRyM6dRKLtZBWpBGc4z,MH-CAT-UCM-001,Unicharm Deotoilet 消臭抗菌沸石貓砂 清新庭院香 3.8L｜Unicharm Deotoilet Deodorising Antibacterial Zeolite Cat Litter Natural Green 3.8L,43.0,91.9,9190,88.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
102,prod_V8sFjjO8IgpPvO,price_1U8aVNRyM6dRKLtZ7S60votS,price_1U90TvRyM6dRKLtZxyVKNGkh,MH-DOG-GEN-001,Complete ytt 日本犬用雞肉條小食 20g｜Complete ytt Chicken Tender Dog Treats 20g,6.74,14.9,1490,13.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
103,prod_V8sFjjO8IgpPvO,price_1U8aVNRyM6dRKLtZqwr4DE1J,price_1U90TwRyM6dRKLtZWMr2o7IJ,MH-DOG-GEN-001,Complete ytt 日本犬用雞肉條小食 20g｜Complete ytt Chicken Tender Dog Treats 20g,12.9,27.9,2790,26.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
104,prod_V8sFjjO8IgpPvO,price_1U8aVORyM6dRKLtZ8BiiBL40,price_1U90TxRyM6dRKLtZG6lyhu3U,MH-DOG-GEN-001,Complete ytt 日本犬用雞肉條小食 20g｜Complete ytt Chicken Tender Dog Treats 20g,32.9,69.9,6990,67.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
105,prod_V8sFjjO8IgpPvO,price_1U8aVORyM6dRKLtZIb6ivl1D,price_1U90TxRyM6dRKLtZLzOCyvVt,MH-DOG-GEN-001,Complete ytt 日本犬用雞肉條小食 20g｜Complete ytt Chicken Tender Dog Treats 20g,36.7,78.9,7890,75.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
106,prod_V8sFjjO8IgpPvO,price_1U8aVORyM6dRKLtZyvltXD1x,price_1U90TyRyM6dRKLtZuCzym2Wg,MH-DOG-GEN-001,Complete ytt 日本犬用雞肉條小食 20g｜Complete ytt Chicken Tender Dog Treats 20g,32.9,69.9,6990,67.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
107,prod_V8szJB1xzy0Hkm,price_1U8bDuRyM6dRKLtZLWNMemMt,price_1U90TzRyM6dRKLtZ8d3asNMj,MH-LIF-GEN-001,藍貓圖案斜口高腳陶瓷食盤 M｜Blue Cat Pattern Raised Slanted Ceramic Bowl M,30.95,65.9,6590,63.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
108,prod_V8szxN4qvZQyrJ,price_1U8bDrRyM6dRKLtZ4BGKfDgq,price_1U90U2RyM6dRKLtZNtqNKB0D,MH-LIF-GEN-002,貓耳斜口高腳陶瓷食盤 12cm｜Cat Ear Raised Slanted Ceramic Bowl 12cm,25.5,54.9,5490,52.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
109,prod_V8szxN4qvZQyrJ,price_1U8bDrRyM6dRKLtZFJenWOBn,price_1U90U3RyM6dRKLtZgTJWL2qr,MH-LIF-GEN-002,貓耳斜口高腳陶瓷食盤 12cm｜Cat Ear Raised Slanted Ceramic Bowl 12cm,25.5,54.9,5490,52.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
110,prod_V8szxN4qvZQyrJ,price_1U8bDrRyM6dRKLtZvZK2osMh,price_1U90U4RyM6dRKLtZugqWBBh3,MH-LIF-GEN-002,貓耳斜口高腳陶瓷食盤 12cm｜Cat Ear Raised Slanted Ceramic Bowl 12cm,25.5,54.9,5490,52.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
111,prod_V8szxN4qvZQyrJ,price_1U8bDsRyM6dRKLtZjeQdGEbD,price_1U90U5RyM6dRKLtZcoofTFNx,MH-LIF-GEN-002,貓耳斜口高腳陶瓷食盤 12cm｜Cat Ear Raised Slanted Ceramic Bowl 12cm,25.5,54.9,5490,52.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
112,prod_V8t03LiP3rgoHN,price_1U8bE3RyM6dRKLtZ2dyFDhQx,price_1U90U6RyM6dRKLtZlkpYO8WC,MH-LIF-GEN-003,貓臉斜口高腳陶瓷食盤 350ml｜Cat Face Raised Slanted Ceramic Bowl 350ml,27.94,59.9,5990,57.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
113,prod_V8t03LiP3rgoHN,price_1U8bE3RyM6dRKLtZ6NUu82ih,price_1U90U7RyM6dRKLtZKEcxXS2u,MH-LIF-GEN-003,貓臉斜口高腳陶瓷食盤 350ml｜Cat Face Raised Slanted Ceramic Bowl 350ml,27.94,59.9,5990,57.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
114,prod_V8t03LiP3rgoHN,price_1U8bE3RyM6dRKLtZoo1SG8fs,price_1U90U8RyM6dRKLtZFz5GTfrD,MH-LIF-GEN-003,貓臉斜口高腳陶瓷食盤 350ml｜Cat Face Raised Slanted Ceramic Bowl 350ml,27.94,59.9,5990,57.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
115,prod_V8szss31Rm8tiJ,price_1U8bDzRyM6dRKLtZ4X3eofhW,price_1U90U0RyM6dRKLtZybv7SNIu,MH-LIF-GEN-004,高腳平口陶瓷貓咪食盤 250ml｜Raised Flat-Rim Ceramic Cat Bowl 250ml,18.34,39.9,3990,37.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
116,prod_V8szss31Rm8tiJ,price_1U8bE0RyM6dRKLtZEhY45gCA,price_1U90U1RyM6dRKLtZttjg64hz,MH-LIF-GEN-004,高腳平口陶瓷貓咪食盤 250ml｜Raised Flat-Rim Ceramic Cat Bowl 250ml,18.34,39.9,3990,37.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
117,prod_V8szss31Rm8tiJ,price_1U8bE0RyM6dRKLtZMRGdUPd6,price_1U90U2RyM6dRKLtZDgAtF958,MH-LIF-GEN-004,高腳平口陶瓷貓咪食盤 250ml｜Raised Flat-Rim Ceramic Cat Bowl 250ml,18.34,39.9,3990,37.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
118,prod_V8t0eKeqlC0GzI,price_1U8bE6RyM6dRKLtZKBGrzFqk,price_1U90U8RyM6dRKLtZYP0Mu7cQ,MH-LIF-GEN-005,深藍貓臉高腳陶瓷食盤 M｜Navy Cat Face Raised Ceramic Bowl M,21.9,46.9,4690,45.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
119,prod_V8szzgASg2ZnbO,price_1U8bDxRyM6dRKLtZBY1GwTXp,price_1U90U5RyM6dRKLtZrPuttxOn,MH-LIF-GEN-006,白貓海浪紋斜口高腳陶瓷食盤 M｜White Cat Wave Pattern Raised Slanted Ceramic Bowl M,27.94,59.9,5990,57.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
120,prod_V8uIOVwsFqgPTV,price_1U8cU3RyM6dRKLtZBkHsqyun,price_1U90UMRyM6dRKLtZ3rSIKzH0,MH-LIF-ST-001,Nyantomo 清潔貓廁所 脫臭抗菌木質貓砂 4.4L｜Nyantomo Deodorising Antibacterial Wood Cat Litter 4.4L,96.0,203.9,20390,197.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
121,prod_V8uIOVwsFqgPTV,price_1U8cU3RyM6dRKLtZTKnfNwxt,price_1U90UNRyM6dRKLtZbyJ8ASWL,MH-LIF-ST-001,Nyantomo 清潔貓廁所 脫臭抗菌木質貓砂 4.4L｜Nyantomo Deodorising Antibacterial Wood Cat Litter 4.4L,96.0,203.9,20390,197.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
122,prod_V8uIOVwsFqgPTV,price_1U8cU3RyM6dRKLtZYlkAeABl,price_1U90UORyM6dRKLtZucjCVu2p,MH-LIF-ST-001,Nyantomo 清潔貓廁所 脫臭抗菌木質貓砂 4.4L｜Nyantomo Deodorising Antibacterial Wood Cat Litter 4.4L,96.0,203.9,20390,197.90,eligible_replacement_lineage,same Product plus metadata-identical active replacement Price,
